Nome,Comandante,Cor,Custo,Tipo,Subtipo,Preco_USD,EDHREC_Rank,Deck
Shadowblood Ridge,0,BR,0,Land,N/A,0.18,462,BrunoPD
Smoldering Egg // Ashmouth Dragon,0,R,2,Creature,Dragon Egg // Creature — Dragon,0.34,7421,BrunoPD
Sol Ring,0,Incolor,1,Artifact,N/A,2.0,1,BrunoPD
Stump Stomp // Burnwillow Clearing,0,GR,2,Sorcery // Land,N/A,0.56,2087,BrunoPD
Sungrass Prairie,0,GW,0,Land,N/A,N/A,501,BrunoPD
Sunscorch Regent,0,W,5,Creature,Dragon,0.33,1688,BrunoPD
Swamp,0,B,0,Basic Land,Swamp,N/A,N/A,BrunoPD
Tainted Peak,0,BR,0,Land,N/A,0.24,582,BrunoPD
Temple of the Dragon Queen,0,Incolor,0,Land,N/A,N/A,2876,BrunoPD
Terrain Generator,0,Incolor,0,Land,N/A,2.68,1967,BrunoPD
The Ur-Dragon,0,BGRUW,9,Legendary Creature,Dragon Avatar,54.02,2541,BrunoPD
Tiamat,0,BGRUW,7,Legendary Creature,Dragon God,42.25,2967,BrunoPD
Two-Headed Hellkite,0,BGRUW,6,Creature,Dragon,11.55,3650,BrunoPD
Tyrant's Familiar,0,R,7,Creature,Dragon,0.75,3784,BrunoPD
Unclaimed Territory,0,Incolor,0,Land,N/A,0.24,192,BrunoPD
Urza's Incubator,0,Incolor,3,Artifact,N/A,11.83,349,BrunoPD
Utvara Hellkite,0,R,8,Creature,Dragon,13.46,1267,BrunoPD
"Wasitora, Nekoru Queen",0,BGR,5,Legendary Creature,Cat Dragon,0.79,8406,BrunoPD
Witch's Clinic,0,Incolor,0,Land,N/A,6.75,1215,BrunoPD
Wrathful Red Dragon,0,R,5,Creature,Dragon,2.93,1938,BrunoPD
Thalia and The Gitrog Monster,1,BGW,4,Legendary Creature,Human Frog Horror,5.16,2560,CafeinaCtrl
"Adeline, Resplendent Cathar",0,W,3,Legendary Creature,Human Knight,5.0,566,CafeinaCtrl
Anointed Procession,0,W,4,Enchantment,N/A,61.54,281,CafeinaCtrl
Arcane Signet,0,Incolor,2,Artifact,N/A,1.0,3,CafeinaCtrl
Archpriest of Shadows,0,B,5,Creature,Human Warlock,0.75,2368,CafeinaCtrl
"Aron, Benalia's Ruin",0,BW,3,Legendary Creature,Phyrexian Human,N/A,6326,CafeinaCtrl
Bala Ged Recovery // Bala Ged Sanctuary,0,G,3,Sorcery // Land,N/A,4.91,275,CafeinaCtrl
Bastion Protector,0,W,3,Creature,Human Soldier,0.9,1140,CafeinaCtrl
Biophagus,0,G,2,Creature,Human Tyranid Wizard,13.83,2235,CafeinaCtrl
Bojuka Bog,0,B,0,Land,N/A,N/A,30,CafeinaCtrl
"Boromir, Warden of the Tower",0,W,3,Legendary Creature,Human Soldier,3.19,695,CafeinaCtrl
Buried Alive,0,B,3,Sorcery,N/A,0.59,431,CafeinaCtrl
Castle Ardenvale,0,W,0,Land,N/A,N/A,608,CafeinaCtrl
Cathar Commando,0,W,2,Creature,Human Soldier,0.04,1138,CafeinaCtrl
Caves of Koilos,0,BW,0,Land,N/A,1.0,120,CafeinaCtrl
"Celestine, the Living Saint",0,W,5,Legendary Creature,Human Warrior,16.85,2659,CafeinaCtrl
Command Tower,0,Incolor,0,Land,N/A,1.0,2,CafeinaCtrl
Commander's Sphere,0,Incolor,3,Artifact,N/A,0.16,32,CafeinaCtrl
Commissar Severina Raine,0,BW,3,Legendary Creature,Human Soldier,13.95,2848,CafeinaCtrl
Company Commander,0,BW,4,Creature,Human Soldier,1.46,4886,CafeinaCtrl
"Danitha, Benalia's Hope",0,W,5,Legendary Creature,Human Knight,1.11,3540,CafeinaCtrl
"Danitha, New Benalia's Light",0,GW,3,Legendary Creature,Human Knight,0.61,4187,CafeinaCtrl
Darkbore Pathway // Slitherbore Pathway,0,BG,0,Land // Land,N/A,5.67,846,CafeinaCtrl
Decree of Pain,0,B,8,Sorcery,N/A,0.3,1066,CafeinaCtrl
Devouring Sugarmaw // Have for Dinner,0,BW,4,Creature,Horror // Instant — Adventure,0.06,17791,CafeinaCtrl
Dictate of Erebos,0,B,5,Enchantment,N/A,11.42,813,CafeinaCtrl
Doomed Necromancer,0,B,3,Creature,Human Cleric Mercenary,0.32,2908,CafeinaCtrl
Dragon Throne of Tarkir,0,Incolor,4,Legendary Artifact,Equipment,0.43,5406,CafeinaCtrl
Dreamstealer,0,B,3,Creature,Human Wizard,0.24,13406,CafeinaCtrl
Eerie Ultimatum,0,BGW,7,Sorcery,N/A,5.16,1301,CafeinaCtrl
Esper Sentinel,0,W,1,Artifact Creature,Human Soldier,34.24,67,CafeinaCtrl
Eternal Witness,0,G,3,Creature,Human Shaman,1.34,66,CafeinaCtrl
Fetid Heath,0,BW,0,Land,N/A,3.0,558,CafeinaCtrl
Forest,0,G,0,Basic Land,Forest,N/A,N/A,CafeinaCtrl
General's Enforcer,0,BW,2,Creature,Human Soldier,0.14,2997,CafeinaCtrl
Ghoulcaller Gisa,0,B,5,Legendary Creature,Human Wizard,2.58,2061,CafeinaCtrl
"Gothmog, Morgul Lieutenant",0,B,4,Legendary Creature,Human Soldier,0.09,3813,CafeinaCtrl
Grand Abolisher,0,W,2,Creature,Human Cleric,10.83,257,CafeinaCtrl
Grim Flayer,0,BG,2,Creature,Human Warrior,0.09,9792,CafeinaCtrl
"Halana, Kessig Ranger",0,G,4,Legendary Creature,Human Archer Ranger,0.17,7475,CafeinaCtrl
Herald's Horn,0,Incolor,3,Artifact,N/A,5.06,126,CafeinaCtrl
Inquisitorial Rosette,0,Incolor,2,Artifact,Equipment,0.65,5580,CafeinaCtrl
"Jirina, Dauntless General",0,BW,2,Legendary Creature,Human Soldier,0.21,5952,CafeinaCtrl
Kabira Takedown // Kabira Plateau,0,W,2,Instant // Land,N/A,0.26,2307,CafeinaCtrl
"Kambal, Profiteering Mayor",0,BW,3,Legendary Creature,Human Advisor,3.52,1692,CafeinaCtrl
"Kaya, Geist Hunter",0,BW,3,Legendary Planeswalker,Kaya,N/A,5096,CafeinaCtrl
Kaya's Ghostform,0,B,1,Enchantment,Aura,1.19,701,CafeinaCtrl
Khalni Ambush // Khalni Territory,0,G,3,Instant // Land,N/A,0.4,1476,CafeinaCtrl
Llanowar Wastes,0,BG,0,Land,N/A,1.0,165,CafeinaCtrl
"Mangara, the Diplomat",0,W,4,Legendary Creature,Human Cleric,N/A,824,CafeinaCtrl
Massacre Girl,0,B,5,Legendary Creature,Human Assassin,0.25,1328,CafeinaCtrl
Meren of Clan Nel Toth,0,BG,4,Legendary Creature,Human Shaman,3.0,1762,CafeinaCtrl
"Michiko Konda, Truth Seeker",0,W,4,Legendary Creature,Human Advisor,3.88,5264,CafeinaCtrl
Mimic Vat,0,Incolor,3,Artifact,N/A,0.48,1553,CafeinaCtrl
"Minas Morgul, Dark Fortress",0,B,0,Legendary Land,N/A,10.44,2392,CafeinaCtrl
Minas Tirith,0,W,0,Legendary Land,N/A,4.86,363,CafeinaCtrl
"Myrel, Shield of Argive",0,W,4,Legendary Creature,Human Soldier,22.83,1224,CafeinaCtrl
Necroblossom Snarl,0,BG,0,Land,N/A,0.39,528,CafeinaCtrl
Nemesis Mask,0,Incolor,3,Artifact,Equipment,3.33,7630,CafeinaCtrl
Oriq Loremage,0,B,4,Creature,Human Warlock,0.56,3612,CafeinaCtrl
"Oviya, Automech Artisan",0,G,4,Legendary Creature,Human Artificer,0.99,9105,CafeinaCtrl
Pariah's Shield,0,Incolor,5,Artifact,Equipment,1.08,6115,CafeinaCtrl
Phyrexian Altar,0,Incolor,3,Artifact,N/A,41.4,283,CafeinaCtrl
Pitiless Plunderer,0,B,4,Creature,Human Pirate,2.71,279,CafeinaCtrl
Plains,0,W,0,Basic Land,Plains,N/A,N/A,CafeinaCtrl
Revitalizing Repast // Old-Growth Grove,0,BG,1,Instant // Land,N/A,0.9,1494,CafeinaCtrl
Rogue's Passage,0,Incolor,0,Land,N/A,0.42,20,CafeinaCtrl
Royal Assassin,0,B,3,Creature,Human Assassin,0.49,2098,CafeinaCtrl
Secluded Courtyard,0,Incolor,0,Land,N/A,0.2,212,CafeinaCtrl
Shineshadow Snarl,0,BW,0,Land,N/A,0.29,445,CafeinaCtrl
Silverwing Squadron,0,W,6,Creature,Human Knight,0.17,3481,CafeinaCtrl
Sol Ring,0,Incolor,1,Artifact,N/A,2.0,1,CafeinaCtrl
Soldier of the Pantheon,0,W,1,Creature,Human Soldier,0.2,14911,CafeinaCtrl
Stroke of Midnight,0,W,3,Instant,N/A,N/A,270,CafeinaCtrl
Swamp,0,B,0,Basic Land,Swamp,N/A,N/A,CafeinaCtrl
"Syr Konrad, the Grim",0,B,5,Legendary Creature,Human Knight,0.6,217,CafeinaCtrl
Tainted Field,0,BW,0,Land,N/A,0.18,382,CafeinaCtrl
Tainted Wood,0,BG,0,Land,N/A,0.16,437,CafeinaCtrl
Talisman of Resilience,0,BG,2,Artifact,N/A,0.25,513,CafeinaCtrl
Talisman of Unity,0,GW,2,Artifact,N/A,0.32,925,CafeinaCtrl
Teferi's Protection,0,W,3,Instant,N/A,53.3,76,CafeinaCtrl
Teysa Karlov,0,BW,4,Legendary Creature,Human Advisor,1.03,1148,CafeinaCtrl
"Thalisse, Reverent Medium",0,BW,5,Legendary Creature,Human Cleric,N/A,2804,CafeinaCtrl
Thornbite Staff,0,Incolor,2,Kindred Artifact,Shaman Equipment,18.67,2242,CafeinaCtrl
Twilight Mire,0,BG,0,Land,N/A,N/A,623,CafeinaCtrl
Unclaimed Territory,0,Incolor,0,Land,N/A,0.24,192,CafeinaCtrl
Vault of the Archangel,0,BW,0,Land,N/A,1.0,538,CafeinaCtrl
Viridian Longbow,0,Incolor,1,Artifact,Equipment,2.2,3559,CafeinaCtrl
Whispersilk Cloak,0,Incolor,3,Artifact,Equipment,2.25,292,CafeinaCtrl
Woodland Cemetery,0,BG,0,Land,N/A,N/A,136,CafeinaCtrl
"Yawgmoth, Thran Physician",0,B,4,Legendary Creature,Human Cleric,13.92,778,CafeinaCtrl
"Muxus, Goblin Grandee",1,R,6,Legendary Creature,Goblin Noble,5.72,3961,Capabefi
Amonkhet Raceway,0,Incolor,0,Land,N/A,0.23,6367,Capabefi
Arena of Glory,0,R,0,Land,N/A,12.08,852,Capabefi
Arms Dealer,0,R,3,Creature,Goblin Rogue,0.16,11895,Capabefi
Ashnod's Altar,0,Incolor,3,Artifact,N/A,8.84,108,Capabefi
Avishkar Raceway,0,Incolor,0,Land,N/A,0.07,7877,Capabefi
Basilisk Collar,0,Incolor,1,Artifact,Equipment,2.72,310,Capabefi
Battle Cry Goblin,0,R,2,Creature,Goblin,0.25,4534,Capabefi
Beetleback Chief,0,R,4,Creature,Goblin Warrior,N/A,3227,Capabefi
Bonders' Enclave,0,Incolor,0,Land,N/A,0.57,572,Capabefi
Brash Taunter,0,R,5,Creature,Goblin,1.15,699,Capabefi
"Breeches, Brazen Plunderer",0,R,4,Legendary Creature,Goblin Pirate,0.07,3350,Capabefi
"Breeches, Eager Pillager",0,R,3,Legendary Creature,Goblin Pirate,0.76,2648,Capabefi
Broadside Bombardiers,0,R,3,Creature,Goblin Pirate,6.56,5881,Capabefi
Castle Embereth,0,R,0,Land,N/A,N/A,864,Capabefi
Coalition Relic,0,Incolor,3,Artifact,N/A,0.28,2746,Capabefi
Command Beacon,0,Incolor,0,Land,N/A,7.0,227,Capabefi
Conspicuous Snoop,0,R,2,Creature,Goblin Rogue,4.61,3375,Capabefi
Cursed Mirror,0,R,3,Artifact,N/A,0.6,521,Capabefi
"Daretti, Rocketeer Engineer",0,R,5,Legendary Creature,Goblin Artificer,0.18,13544,Capabefi
Dropkick Bomber,0,R,3,Creature,Goblin Warrior,10.35,13578,Capabefi
Electroduplicate,0,R,3,Sorcery,N/A,0.33,7792,Capabefi
Everflowing Chalice,0,Incolor,0,Artifact,N/A,0.28,224,Capabefi
Fable of the Mirror-Breaker // Reflection of Kiki-Jiki,0,R,3,Enchantment,Saga // Enchantment Creature — Goblin Shaman,7.14,1483,Capabefi
Gempalm Incinerator,0,R,3,Creature,Goblin,0.21,5840,Capabefi
"General Kreat, the Boltbringer",0,R,3,Legendary Creature,Goblin Soldier,9.23,6174,Capabefi
Goblin Bombardment,0,R,2,Enchantment,N/A,2.61,397,Capabefi
Goblin Chieftain,0,R,3,Creature,Goblin,7.24,2542,Capabefi
Goblin Dark-Dwellers,0,R,5,Creature,Goblin,0.16,7970,Capabefi
Goblin King,0,R,3,Creature,Goblin,22.61,3240,Capabefi
Goblin Matron,0,R,3,Creature,Goblin,0.21,1557,Capabefi
Goblin Recruiter,0,R,2,Creature,Goblin,6.21,3207,Capabefi
Goblin Ringleader,0,R,4,Creature,Goblin,0.72,4062,Capabefi
Goblin Sharpshooter,0,R,3,Creature,Goblin,22.8,3318,Capabefi
Goblin Traprunner,0,R,4,Creature,Goblin,0.15,7313,Capabefi
Goblin Trashmaster,0,R,4,Creature,Goblin Warrior,7.99,2963,Capabefi
Goblin Warchief,0,R,3,Creature,Goblin Warrior,0.65,2085,Capabefi
Herald's Horn,0,Incolor,3,Artifact,N/A,5.06,126,Capabefi
Hobgoblin Bandit Lord,0,R,3,Creature,Goblin Rogue,4.74,3209,Capabefi
Howlsquad Heavy,0,R,3,Creature,Goblin Mercenary,1.06,10638,Capabefi
"Kiki-Jiki, Mirror Breaker",0,R,5,Legendary Creature,Goblin Shaman,8.39,906,Capabefi
Kindred Charge,0,R,6,Sorcery,N/A,5.15,5135,Capabefi
"Krenko, Mob Boss",0,R,4,Legendary Creature,Goblin Warrior,1.25,1092,Capabefi
"Krenko, Tin Street Kingpin",0,R,3,Legendary Creature,Goblin,2.18,635,Capabefi
Lightning Crafter,0,R,4,Creature,Goblin Shaman,3.1,11830,Capabefi
Liquimetal Torque,0,Incolor,2,Artifact,N/A,1.46,365,Capabefi
Mana Echoes,0,R,4,Enchantment,N/A,37.61,3542,Capabefi
Mind Stone,0,Incolor,2,Artifact,N/A,0.21,24,Capabefi
Mines of Moria,0,R,0,Legendary Land,N/A,1.37,870,Capabefi
Molten Echoes,0,R,4,Enchantment,N/A,8.45,1907,Capabefi
Mountain,0,R,0,Basic Land,Mountain,N/A,N/A,Capabefi
Muraganda Raceway,0,Incolor,0,Land,N/A,1.17,4765,Capabefi
Myriad Landscape,0,Incolor,0,Land,N/A,N/A,21,Capabefi
Nim Deathmantle,0,Incolor,2,Artifact,Equipment,3.88,2633,Capabefi
"Nykthos, Shrine to Nyx",0,Incolor,0,Legendary Land,N/A,39.86,166,Capabefi
Outrage Shaman,0,R,5,Creature,Goblin Shaman,0.23,21757,Capabefi
Panharmonicon,0,Incolor,4,Artifact,N/A,6.38,274,Capabefi
Pashalik Mons,0,R,3,Legendary Creature,Goblin Warrior,1.42,2587,Capabefi
Path of Ancestry,0,Incolor,0,Land,N/A,N/A,14,Capabefi
Redcap Gutter-Dweller,0,R,4,Creature,Goblin Warrior,0.15,7278,Capabefi
Rogue's Passage,0,Incolor,0,Land,N/A,0.42,20,Capabefi
Ruby Medallion,0,Incolor,2,Artifact,N/A,6.89,484,Capabefi
Rundvelt Hordemaster,0,R,2,Creature,Goblin Warrior,3.52,4395,Capabefi
Shared Animosity,0,R,3,Enchantment,N/A,0.85,637,Capabefi
"Shatterskull Smashing // Shatterskull, the Hammer Pass",0,R,2,Sorcery // Land,N/A,5.86,1016,Capabefi
"Shinka, the Bloodsoaked Keep",0,R,0,Legendary Land,N/A,12.04,2067,Capabefi
Siege-Gang Commander,0,R,5,Creature,Goblin,N/A,1456,Capabefi
Siege-Gang Lieutenant,0,R,4,Creature,Goblin,2.54,4120,Capabefi
Skirk Fire Marshal,0,R,5,Creature,Goblin,3.91,10397,Capabefi
Skirk Prospector,0,R,1,Creature,Goblin,0.19,1206,Capabefi
Skullclamp,0,Incolor,1,Artifact,Equipment,N/A,39,Capabefi
Sol Ring,0,Incolor,1,Artifact,N/A,2.0,1,Capabefi
Sundering Eruption // Volcanic Fissure,0,R,3,Sorcery // Land,N/A,0.89,1646,Capabefi
Swarming Goblins,0,R,5,Creature,Goblin,0.1,8027,Capabefi
Three Tree City,0,Incolor,0,Legendary Land,N/A,25.67,429,Capabefi
Tuktuk Scrapper,0,R,4,Creature,Goblin Artificer Ally,0.18,12752,Capabefi
Twinflame,0,R,2,Sorcery,N/A,3.75,1087,Capabefi
Twinshot Sniper,0,R,4,Artifact Creature,Goblin Archer,0.06,9100,Capabefi
Urza's Incubator,0,Incolor,3,Artifact,N/A,11.83,349,Capabefi
Valakut Awakening // Valakut Stoneforge,0,R,3,Instant // Land,N/A,9.06,465,Capabefi
Volley Veteran,0,R,4,Creature,Goblin Warrior,0.42,7799,Capabefi
War Room,0,Incolor,0,Land,N/A,2.9,135,Capabefi
Worn Powerstone,0,Incolor,3,Artifact,N/A,0.26,511,Capabefi
"Zada, Hedron Grinder",0,R,4,Legendary Creature,Goblin Ally,0.08,3157,Capabefi
Zhalfirin Void,0,Incolor,0,Land,N/A,0.39,2129,Capabefi
Garth One-Eye,1,BGRUW,5,Legendary Creature,Human Wizard,0.35,7852,DBachiniLima
Act of Treason,0,R,3,Sorcery,N/A,0.08,4373,DBachiniLima
"Adric, Mathematical Genius",0,U,2,Legendary Creature,Human Artificer,0.2,7439,DBachiniLima
"Alistair, the Brigadier",0,GUW,4,Legendary Creature,Human Soldier,0.08,9991,DBachiniLima
Arcane Signet,0,Incolor,2,Artifact,N/A,1.0,3,DBachiniLima
Banish to Another Universe,0,W,5,Enchantment,N/A,0.09,12938,DBachiniLima
Benalish Marshal,0,W,3,Creature,Human Knight,0.95,6211,DBachiniLima
Borderland Ranger,0,G,3,Creature,Human Scout Ranger,0.04,15063,DBachiniLima
"Brallin, Skyshark Rider",0,R,4,Legendary Creature,Human Shaman,1.98,4821,DBachiniLima
Brotherhood Regalia,0,Incolor,2,Artifact,Equipment,7.55,1142,DBachiniLima
Canopy Vista,0,GW,0,Land,Forest Plains,N/A,101,DBachiniLima
Celestial Colonnade,0,UW,0,Land,N/A,0.47,5117,DBachiniLima
Chromatic Lantern,0,Incolor,3,Artifact,N/A,2.89,65,DBachiniLima
City of Death,0,G,3,Enchantment,Saga,1.61,3657,DBachiniLima
Command Tower,0,Incolor,0,Land,N/A,1.0,2,DBachiniLima
Danny Pink,0,U,4,Legendary Creature,Human Soldier Advisor,4.31,3514,DBachiniLima
Dauntless Bodyguard,0,W,1,Creature,Human Knight,0.16,8338,DBachiniLima
Dazzling Theater // Prop Room,0,W,7,Enchantment,Room // Enchantment — Room,0.98,2285,DBachiniLima
Deserted Beach,0,UW,0,Land,N/A,2.31,318,DBachiniLima
Donna Noble,0,R,4,Legendary Creature,Human,0.15,9734,DBachiniLima
"Duggan, Private Detective",0,GU,4,Legendary Creature,Human Detective,0.09,11392,DBachiniLima
Elgaud Inquisitor,0,W,4,Creature,Human Cleric,0.06,23635,DBachiniLima
Ensnared by the Mara,0,R,4,Sorcery,N/A,0.97,4361,DBachiniLima
Exotic Orchard,0,Incolor,0,Land,N/A,N/A,9,DBachiniLima
Fortified Village,0,GW,0,Land,N/A,N/A,347,DBachiniLima
Frost Fair Lure Fish,0,RU,7,Creature,Fish,0.06,16998,DBachiniLima
Galadhrim Bow,0,G,3,Artifact,Equipment,0.03,11233,DBachiniLima
Glacial Fortress,0,UW,0,Land,N/A,N/A,138,DBachiniLima
Glasswing Grace // Age-Graced Chapel,0,BW,5,Enchantment,Aura // Land,0.22,4780,DBachiniLima
Graham O'Brien,0,G,2,Legendary Creature,Human Pilot,0.08,12812,DBachiniLima
Heaven Sent,0,RU,2,Enchantment,Saga,0.13,9456,DBachiniLima
Heroes' Podium,0,Incolor,5,Legendary Artifact,N/A,0.29,2303,DBachiniLima
Horizon Canopy,0,GW,0,Land,N/A,4.29,1552,DBachiniLima
Irrigated Farmland,0,UW,0,Land,Plains Island,N/A,807,DBachiniLima
Island,0,U,0,Basic Land,Island,N/A,N/A,DBachiniLima
Island,0,U,0,Basic Land,Island,N/A,N/A,DBachiniLima
Jamie McCrimmon,0,G,3,Legendary Creature,Human Warrior,0.09,12693,DBachiniLima
Jenny Flint,0,RU,3,Legendary Creature,Human Detective,0.14,13343,DBachiniLima
Jo Grant,0,W,3,Legendary Creature,Human Soldier,0.09,13344,DBachiniLima
"Jodah, Archmage Eternal",0,BGRUW,4,Legendary Creature,Human Wizard,0.68,4309,DBachiniLima
"Karvanista, Loyal Lupari // Lupari Shield",0,G,5,Legendary Creature,Alien Dog Soldier // Sorcery — Adventure,0.11,12043,DBachiniLima
Knight of Grace,0,W,2,Creature,Human Knight,0.18,15663,DBachiniLima
Lavaclaw Reaches,0,BR,0,Land,N/A,0.37,6882,DBachiniLima
"Leela, Sevateem Warrior",0,G,4,Legendary Creature,Human Warrior,0.09,15463,DBachiniLima
Legacy Weapon,0,BGRUW,7,Legendary Artifact,N/A,0.39,12197,DBachiniLima
"Legion's Landing // Adanto, the First Fort",0,W,1,Legendary Enchantment // Legendary Land,N/A,5.01,2735,DBachiniLima
Martha Jones,0,U,3,Legendary Creature,Human Cleric,0.18,7597,DBachiniLima
"Me, the Immortal",0,GRU,5,Legendary Creature,Human Rogue,0.12,12634,DBachiniLima
Mechanized Production,0,U,4,Enchantment,Aura,0.61,1067,DBachiniLima
Moon-Blessed Cleric,0,W,3,Creature,Human Elf Cleric,0.23,1850,DBachiniLima
Mortify,0,BW,3,Instant,N/A,0.26,506,DBachiniLima
Mountain,0,R,0,Basic Land,Mountain,N/A,N/A,DBachiniLima
Mountain,0,R,0,Basic Land,Mountain,N/A,N/A,DBachiniLima
Myriad Landscape,0,Incolor,0,Land,N/A,N/A,21,DBachiniLima
Mystic Monastery,0,RUW,0,Land,N/A,N/A,421,DBachiniLima
Nav Squad Commandos,0,W,5,Creature,Human Soldier,0.03,26066,DBachiniLima
New Prahv Guildmage,0,UW,2,Creature,Human Wizard,0.08,19533,DBachiniLima
Nyssa of Traken,0,U,4,Legendary Creature,Human Scientist,0.08,10967,DBachiniLima
"Osgood, Operation Double",0,U,4,Legendary Creature,Human Alien Shapeshifter,0.1,11563,DBachiniLima
Out of Time,0,W,3,Enchantment,N/A,0.15,4668,DBachiniLima
Overgrown Farmland,0,GW,0,Land,N/A,N/A,338,DBachiniLima
Path of Ancestry,0,Incolor,0,Land,N/A,N/A,14,DBachiniLima
Path to Exile,0,W,1,Instant,N/A,0.94,15,DBachiniLima
Peri Brown,0,W,4,Legendary Creature,Human,0.11,11146,DBachiniLima
Phyrexian Missionary,0,BW,2,Creature,Phyrexian Human Cleric,0.08,13132,DBachiniLima
Plains,0,W,0,Basic Land,Plains,N/A,N/A,DBachiniLima
Plains,0,W,0,Basic Land,Plains,N/A,N/A,DBachiniLima
Prairie Stream,0,UW,0,Land,Plains Island,N/A,103,DBachiniLima
"Raff Capashen, Ship's Mage",0,UW,4,Legendary Creature,Human Wizard,0.11,4683,DBachiniLima
Reliquary Tower,0,Incolor,0,Land,N/A,1.75,10,DBachiniLima
Reverse the Polarity,0,U,3,Instant,N/A,0.85,4697,DBachiniLima
Rishkar's Expertise,0,G,6,Sorcery,N/A,1.72,204,DBachiniLima
River Song,0,RU,3,Legendary Creature,Human Time Lord Rogue,0.13,9064,DBachiniLima
Rogue's Passage,0,Incolor,0,Land,N/A,0.42,20,DBachiniLima
Ryan Sinclair,0,R,3,Legendary Creature,Human,0.09,11918,DBachiniLima
Sarah Jane Smith,0,W,2,Legendary Creature,Human Detective,N/A,7978,DBachiniLima
Scattered Groves,0,GW,0,Land,Forest Plains,0.13,759,DBachiniLima
Seaside Citadel,0,GUW,0,Land,N/A,0.24,413,DBachiniLima
Season of Renewal,0,G,3,Instant,N/A,0.04,9679,DBachiniLima
Sergeant John Benton,0,GW,3,Legendary Creature,Human Soldier,0.17,8999,DBachiniLima
"Shabraz, the Skyshark",0,UW,5,Legendary Creature,Shark Bird,2.02,5654,DBachiniLima
Sol Ring,0,Incolor,1,Artifact,N/A,2.0,1,DBachiniLima
Squad Rallier,0,W,4,Creature,Human Scout,0.02,19413,DBachiniLima
Swords to Plowshares,0,W,1,Instant,N/A,1.25,11,DBachiniLima
Tegan Jovanka,0,W,3,Legendary Creature,Human,0.09,10549,DBachiniLima
Temple of Abandon,0,GR,0,Land,N/A,0.2,384,DBachiniLima
Temple of Enlightenment,0,UW,0,Land,N/A,N/A,295,DBachiniLima
Temple of Mystery,0,GU,0,Land,N/A,N/A,278,DBachiniLima
Temple of Plenty,0,GW,0,Land,N/A,N/A,443,DBachiniLima
Temple of Triumph,0,RW,0,Land,N/A,N/A,284,DBachiniLima
Terramorphic Expanse,0,Incolor,0,Land,N/A,1.0,28,DBachiniLima
Thriving Bluff,0,R,0,Land,N/A,0.09,1285,DBachiniLima
Thriving Grove,0,G,0,Land,N/A,0.11,1395,DBachiniLima
Thriving Heath,0,W,0,Land,N/A,0.06,1145,DBachiniLima
Thriving Isle,0,U,0,Land,N/A,0.07,1162,DBachiniLima
Thriving Moor,0,B,0,Land,N/A,0.08,1290,DBachiniLima
Time Wipe,0,UW,5,Sorcery,N/A,N/A,1049,DBachiniLima
Vizkopa Guildmage,0,BW,2,Creature,Human Wizard,0.56,3348,DBachiniLima
Wilfred Mott,0,W,4,Legendary Creature,Human Soldier,0.11,10313,DBachiniLima
Yasmin Khan,0,R,4,Legendary Creature,Human Detective,N/A,12686,DBachiniLima
"Pantlaza, Sun-Favored",1,GRW,5,Legendary Creature,Dinosaur,1.96,2300,DoogDouglas
Agonasaur Rex,0,G,5,Creature,Dinosaur,0.9,10749,DoogDouglas
Akroma's Will,0,W,4,Instant,N/A,9.86,247,DoogDouglas
Apex Altisaur,0,G,9,Creature,Dinosaur,3.53,1294,DoogDouglas
Bonehoard Dracosaur,0,R,5,Creature,Dinosaur Dragon,11.92,1394,DoogDouglas
Boros Charm,0,RW,2,Instant,N/A,N/A,164,DoogDouglas
Bronzebeak Foragers,0,W,4,Creature,Dinosaur,0.32,3647,DoogDouglas
Canopy Vista,0,GW,0,Land,Forest Plains,N/A,101,DoogDouglas
Cinder Glade,0,GR,0,Land,Mountain Forest,N/A,87,DoogDouglas
Clifftop Retreat,0,RW,0,Land,N/A,N/A,116,DoogDouglas
Command Tower,0,Incolor,0,Land,N/A,1.0,2,DoogDouglas
Congregation at Dawn,0,GW,3,Instant,N/A,2.65,6194,DoogDouglas
Cultivate,0,G,3,Sorcery,N/A,N/A,16,DoogDouglas
Curious Altisaur,0,G,4,Creature,Dinosaur,1.97,2731,DoogDouglas
Dinosaur Egg,0,G,2,Creature,Dinosaur Egg,0.33,5416,DoogDouglas
Dinosaurs on a Spaceship,0,RW,6,Creature,Dinosaur,5.64,4650,DoogDouglas
Eerie Interlude,0,W,3,Instant,N/A,6.6,802,DoogDouglas
Elemental Bond,0,G,3,Enchantment,N/A,N/A,591,DoogDouglas
Entish Restoration,0,G,3,Instant,N/A,1.9,438,DoogDouglas
"Etali, Primal Conqueror // Etali, Primal Sickness",0,GR,7,Legendary Creature,Elder Dinosaur // Legendary Creature — Phyrexian Elder Dinosaur,16.43,610,DoogDouglas
"Etali, Primal Storm",0,R,6,Legendary Creature,Elder Dinosaur,0.5,230,DoogDouglas
Exotic Orchard,0,Incolor,0,Land,N/A,N/A,9,DoogDouglas
Farseek,0,G,2,Sorcery,N/A,1.0,27,DoogDouglas
Flaming Tyrannosaurus,0,R,7,Creature,Dinosaur,5.24,3471,DoogDouglas
Forest,0,G,0,Basic Land,Forest,N/A,N/A,DoogDouglas
Fortified Village,0,GW,0,Land,N/A,N/A,347,DoogDouglas
Furycalm Snarl,0,RW,0,Land,N/A,0.12,385,DoogDouglas
